sneaker_name,sneaker_brand,collaboration,collaboration_name,sneaker_slug,sneaker_color,data.category,discount_tag,box_condition,product_condition,retail_price_eur,lowest_price_eur,instant_ship_lowest_price_eur,gp_lowest_price_eur,gp_instant_ship_lowest_price_eur,release_year,release_month,release_day
Wmns Flyknit Bloom 'Black Metallic Silver',Nike,0,No,wmns-flyknit-bloom-black-metallic-silver-fd2149-004,black,shoes,over_retail,good_condition,new_no_defects,150.0,300.0,360.2559204102,366.74,389.8271179199,2024,10,1
Wmns Air Jordan 1 Retro High OG 'Satin Shadow',Nike,0,No,wmns-air-jordan-1-retro-high-og-satin-shadow-fd4810-010,grey,shoes,under_retail,good_condition,new_no_defects,180.0,82.0,119.0,120.14,164.54,2024,10,5
Fresh Foam X 3000v7 Synthetic 'Black White',Adidas,1,Fresh Foam,fresh-foam-x-3000v7-synthetic-black-white-l3000sk7,black,shoes,over_retail,good_condition,new_no_defects,110.0,216.0,410.9872131348,330.56,576.3745117188,2024,9,24
Wmns Dunk Low Next Nature 'Red Sepia',Nike,0,No,wmns-dunk-low-next-nature-red-sepia-hj7673-001,brown,shoes,under_retail,good_condition,new_no_defects,115.0,82.0,106.7062072754,128.54,170.2431640625,2024,10,1
Air Force 1 Low 'Paris',Nike,0,No,air-force-1-low-paris-fz4167-200,brown,shoes,under_retail,good_condition,new_no_defects,150.0,86.0,133.355758667,132.14,170.7617340088,2024,8,10
Zoom Blazer Mid SB 'Wolf Grey Midnight Navy',Nike,0,No,zoom-blazer-mid-sb-wolf-grey-midnight-navy-fd0731-004,grey,shoes,over_retail,good_condition,new_no_defects,90.0,169.0,222.5392456055,243.52,312.1999816895,2024,9,13
Air Max Solo 'NCAA Pack - Michigan',Nike,0,No,air-max-solo-ncaa-pack-michigan-fz4835-001,blue,shoes,over_retail,good_condition,new_no_defects,110.0,148.0,184.5714263916,235.17,303.6862182617,2024,8,8
Air Max Nuaxis 'Black Anthracite',Nike,0,No,air-max-nuaxis-black-anthracite-fd4329-004,black,shoes,under_retail,good_condition,new_no_defects,80.0,56.0,79.0,99.74,147.74,2024,8,7
Wmns V2K Run 'Sesame',Nike,0,No,wmns-v2k-run-sesame-fn6703-200,tan,shoes,under_retail,good_condition,new_no_defects,120.0,61.0,90.0,94.94,160.94,2024,7,20
Wmns Gamma Force 'White Flax',Nike,0,No,wmns-gamma-force-white-flax-dx9176-112,white,shoes,under_retail,good_condition,new_no_defects,95.0,56.0,69.4867706299,97.34,115.8173217773,2024,7,20
Cortez Leather SE 'Tiempo Pack',Nike,0,No,cortez-leather-se-tiempo-pack-hq3490-099,grey,shoes,over_retail,good_condition,new_no_defects,90.0,120.0,148.0190734863,162.14,220.3432006836,2024,9,18
Wmns Jam 'Black White',Nike,0,No,wmns-jam-black-white-fn0314-004,black,shoes,over_retail,good_condition,new_no_defects,120.0,125.0,151.5916748047,180.14,251.133605957,2024,9,20
Wmns Air Max SC 'Summit White Football Grey',Nike,0,No,wmns-air-max-sc-summit-white-football-grey-fq8722-101,grey,shoes,over_retail,good_condition,new_no_defects,100.0,118.0,173.0714111328,163.34,209.1512908936,2024,7,21
Wmns Journey Run 'White Racer Blue Orange',Nike,0,No,wmns-journey-run-white-racer-blue-orange-hq4218-100,white,shoes,over_retail,good_condition,new_no_defects,90.0,548.0,636.7727050781,796.29,801.202331543,2024,7,30
Wmns Sabrina 2 'Mirrored',Nike,1,Sabrina,wmns-sabrina-2-mirrored-fq2174-001,black,shoes,under_retail,good_condition,new_no_defects,130.0,96.0,100.082359314,136.94,164.8443450928,2024,8,15
Wmns AL8 'Photon Dust Game Royal',Nike,0,No,wmns-al8-photon-dust-game-royal-hf1761-400,blue,shoes,over_retail,good_condition,new_no_defects,90.0,186.0,282.881439209,262.97,312.7789611816,2024,7,20
Supreme x Air Force 1 Low 'Box Logo - White',Nike,1,Supreme,supreme-x-air-force-1-low-box-logo-white-cu9225-100,white,shoes,over_retail,good_condition,new_no_defects,96.0,143.0,154.0,196.66,224.08,2020,3,5
Air Force 1 Low 'Armory Navy Baltic Blue',Nike,0,No,air-force-1-low-armory-navy-baltic-blue-hj9291-478,blue,shoes,under_retail,good_condition,new_no_defects,115.0,58.0,71.5851593018,91.34,126.2913208008,2024,8,8
Wmns Air Max SC 'Platinum Tint Black Sail',Nike,0,No,wmns-air-max-sc-platinum-tint-black-sail-cw4554-006,white,shoes,over_retail,good_condition,new_no_defects,90.0,179.0,211.6053314209,221.54,253.6871032715,2024,9,25
Air Max Pulse 'Iron Grey Denim Turquoise',Nike,0,No,air-max-pulse-iron-grey-denim-turquoise-fn6919-001,grey,shoes,under_retail,good_condition,new_no_defects,150.0,92.0,123.4811019897,162.14,289.1613464355,2024,7,22
Wmns Air Sunder Max 'Electric Green',Nike,0,No,air-sunder-max-electric-green-fz2068-700,green,shoes,under_retail,good_condition,new_no_defects,180.0,82.0,157.0,128.54,247.58,2024,8,6
Concepts x 1906U 'Hours and Days',Adidas,1,Concepts,concepts-x-1906u-seal-m1906ncs,tan,shoes,under_retail,good_condition,new_no_defects,175.0,161.0,207.5864868164,253.41,330.8988647461,2024,8,2
Dunk Low SB 'City of Cinema',Nike,0,No,dunk-low-sb-city-of-cinema-fz1278-200,gold,shoes,under_retail,good_condition,new_no_defects,125.0,123.0,158.6421203613,154.34,205.6526794434,2024,10,10
Wmns Dunk Low 'Glacier Blue Arctic Orange',Nike,0,No,wmns-dunk-low-glacier-blue-arctic-orange-hj7341-474,pink,shoes,over_retail,good_condition,new_no_defects,125.0,204.0,224.6555023193,251.54,285.8348083496,2024,9,23
Air Max Plus 'White Black Volt',Nike,0,No,air-max-plus-white-black-volt-dm0032-103,white,shoes,under_retail,good_condition,new_no_defects,170.0,153.0,204.5538482666,253.41,332.1936340332,2024,9,20
Wmns Dunk Low LX 'Glitter Swoosh',Nike,0,No,wmns-dunk-low-lx-glitter-swoosh-hq3462-191,grey,shoes,under_retail,good_condition,new_no_defects,135.0,95.0,108.0,144.14,196.21,2024,10,2
Wmns Journey Run 'Hot Punch',Nike,0,No,wmns-journey-run-hot-punch-hj7352-674,pink,shoes,over_retail,good_condition,new_no_defects,90.0,114.0,133.0024871826,158.54,205.7943115234,2024,7,30
Wmns Air Force 1 Low 'Arctic Orange',Nike,0,No,wmns-air-force-1-low-arctic-orange-hj7342-800,orange,shoes,over_retail,good_condition,new_no_defects,125.0,168.0,198.3711853027,232.34,287.1645507812,2024,9,23
Wmns Air Max Nuaxis 'White Pure Platinum',Nike,0,No,wmns-air-max-nuaxis-white-pure-platinum-hf1233-101,white,shoes,under_retail,good_condition,new_no_defects,85.0,54.0,69.0,96.14,135.74,2024,8,7
Wmns Air Force 1 '07 LX 'Black Silver Mini Swoosh',Nike,0,No,wmns-air-force-1-07-lx-black-silver-mini-swoosh-hq1180-001,black,shoes,under_retail,good_condition,new_no_defects,125.0,82.0,105.4140090942,128.54,155.4941101074,2024,10,5
Lunar Roam SE 'Iron Grey Medium Olive',Nike,0,No,lunar-roam-se-iron-grey-medium-olive-fz8116-201,grey,shoes,over_retail,good_condition,new_no_defects,165.0,165.0,200.0,259.01,338.98,2024,9,30
Wmns Jam 'Black Gum',Nike,0,No,jam-black-gum-fn0314-002,black,shoes,under_retail,good_condition,new_no_defects,120.0,70.0,109.0,112.94,216.93,2024,7,17
Wmns Air Max Nuaxis 'Black White',Nike,0,No,wmns-air-max-nuaxis-black-white-hf1233-001,black,shoes,over_retail,good_condition,new_no_defects,85.0,107.0,133.21824646,150.14,174.8588867188,2024,8,7
Air Max DN 'Iron Grey University Red',Nike,0,No,air-max-dn-iron-grey-university-red-hm0708-002,grey,shoes,under_retail,good_condition,new_no_defects,160.0,120.0,172.433883667,150.74,228.4622344971,2024,8,18
Air Foamposite One 'DMV Cherry Blossom',Nike,0,No,air-foamposite-one-dmv-fz9902-900,copper,shoes,over_retail,good_condition,new_no_defects,240.0,292.0,323.583770752,437.18,485.6943054199,2024,8,23
NikeCourt Lite 4 Premium 'NYC Tournament Pack',Nike,0,No,nikecourt-lite-4-premium-nyc-tournament-pack-fq8718-002,grey,shoes,under_retail,good_condition,new_no_defects,85.0,62.0,87.1760101318,104.54,169.4768829346,2024,8,14
Hesi Low V2 'Digi Dash',New Balance,0,No,hesi-low-v2-blue-oasis-hi-lite-bbhslgb2,blue,shoes,under_retail,good_condition,new_no_defects,110.0,105.0,115.4379425049,132.74,192.8462524414,2024,9,20
Air Max 90 'Black Cool Grey',Nike,0,No,air-max-90-black-cool-grey-hm0625-001,black,shoes,over_retail,good_condition,new_no_defects,130.0,247.0,254.8893890381,303.14,351.1162109375,2024,8,3
Wmns V2K Run 'Psychic Blue Metallic Silver',Nike,0,No,wmns-v2k-run-psychic-blue-metallic-silver-hf1876-400,blue,shoes,under_retail,good_condition,new_no_defects,120.0,80.0,170.0,117.74,296.9,2024,7,23
Dunk Low SE 'Jade Horizon Gum',Nike,0,No,dunk-low-se-jade-horizon-gum-hq1931-300,green,shoes,under_retail,good_condition,new_no_defects,125.0,109.0,118.0,163.34,211.12,2024,10,7
Air Jordan 1 Low 'Iron Grey',Nike,0,No,air-jordan-1-low-iron-grey-553558-152,grey,shoes,under_retail,good_condition,new_no_defects,115.0,72.0,109.0,118.94,199.46,2024,8,17
Wmns Air Jordan 1 Low SE 'Velvet Black Toe',Nike,0,No,wmns-air-jordan-1-low-velvet-black-toe-fz3242-001,white,shoes,over_retail,good_condition,new_no_defects,125.0,144.0,184.9564208984,240.79,283.5518493652,2024,9,20
Air Jordan 1 Mid 'Gym Red Black White',Nike,0,No,air-jordan-1-mid-gym-red-black-white-dq8426-061,red,shoes,under_retail,good_condition,new_no_defects,125.0,75.0,92.0,111.74,132.14,2024,7,20
Wmns Air Max DN SE 'Seafoam',Nike,0,No,wmns-air-max-dn-se-seafoam-hj9636-001,green,shoes,under_retail,good_condition,new_no_defects,160.0,110.0,152.0,162.14,277.25,2024,7,20
Wmns Sabrina 2 TB 'Wolf Grey',Nike,1,Sabrina,wmns-sabrina-2-tb-wolf-grey-hf3234-001,grey,shoes,over_retail,good_condition,new_no_defects,130.0,156.0,176.3052368164,246.39,278.6593933105,2024,9,1
Dunk Low SE 'Armory Navy Gum',Nike,0,No,dunk-low-se-armory-navy-gum-hq1931-400,blue,shoes,under_retail,good_condition,new_no_defects,125.0,102.0,203.0,175.34,321.28,2024,10,7
Wmns Air Winflo 11 'Crimson Tint Vapor Green',Nike,0,No,wmns-air-winflo-11-crimson-tint-vapor-green-hj7807-133,orange,shoes,under_retail,good_condition,new_no_defects,105.0,74.0,86.4298553467,118.94,144.813369751,2024,7,20
Wmns Sabrina 2 EP 'USA',Nike,1,Sabrina,wmns-sabrina-2-ep-usa-fz1517-600,red,shoes,under_retail,good_condition,new_no_defects,130.0,95.0,103.0,135.74,145.34,2024,8,1
Wmns Air Max DN 'Sail Hyper Violet',Nike,0,No,wmns-air-max-dn-sail-hyper-violet-fj3145-103,cream,shoes,over_retail,good_condition,new_no_defects,160.0,171.0,198.6496582031,278.41,310.4690551758,2024,9,24
Air Jordan 4 RM 'Black Sail',Nike,0,No,air-jordan-4-rm-black-sail-fq7939-006,black,shoes,under_retail,good_condition,new_no_defects,150.0,127.0,166.1610717773,198.16,242.6633605957,2024,9,20
Air Max DN SE 'University Red',Nike,0,No,air-max-dn-se-university-red-hq4565-600,red,shoes,under_retail,good_condition,new_no_defects,170.0,139.0,172.9776306152,222.55,277.8750610352,2024,8,1
ZoomX Dragonfly 2 Elite 'Electric Pack',Nike,0,No,zoomx-dragonfly-2-elite-electric-pack-fz9317-900,orange,shoes,under_retail,good_condition,new_no_defects,205.0,131.0,160.5012207031,219.74,264.6096496582,2024,8,4
Wmns Air Jordan 1 Low Method of Make 'Black',Nike,0,No,air-jordan-1-low-method-of-make-black-fn5032-007,black,shoes,under_retail,good_condition,new_no_defects,135.0,77.0,113.0,122.54,157.34,2024,7,20
Air Max Solo 'NCAA Pack - Tennessee',Nike,0,No,air-max-solo-ncaa-pack-tennessee-fz4841-001,orange,shoes,over_retail,good_condition,new_no_defects,110.0,163.0,239.6008911133,256.22,467.3829650879,2024,8,8
Air Max DN 'Black Racer Blue',Nike,0,No,air-max-dn-black-racer-blue-hm0708-001,blue,shoes,under_retail,good_condition,new_no_defects,160.0,148.0,179.3601531982,246.39,289.3226928711,2024,7,30
Air Max 2013 'Black Cyber',Nike,0,No,air-max-2013-black-volt-hf3660-001,black,shoes,under_retail,good_condition,new_no_defects,180.0,154.0,182.624786377,243.37,344.3403930664,2024,7,28
ZoomX Victory 2 'Electric Pack',Nike,0,No,zoomx-victory-2-electric-pack-fv2325-900,orange,shoes,under_retail,good_condition,new_no_defects,205.0,139.0,168.5743865967,230.96,286.7196655273,2024,7,24
Air Max 1 'Low Poly',Nike,0,No,air-max-1-low-poly-hq5882-100,red,shoes,over_retail,good_condition,new_no_defects,150.0,1801.0,1826.7768554688,2354.71,1968.8538818359,2024,10,8
Zoom Rival 'Bright Crimson Lime Blast',Nike,0,No,zoom-rival-bright-crimson-lime-blast-fz9664-600,red,shoes,over_retail,good_condition,new_no_defects,75.0,89.0,110.0538253784,136.94,156.4109191895,2024,9,25
Wmns Zoom GP Challenge Pro Premium HC 'NYC Tournament Pack',Nike,0,No,wmns-zoom-gp-challenge-pro-premium-hc-nyc-tournament-pack-fq7265-500,purple,shoes,under_retail,good_condition,new_no_defects,130.0,125.0,135.2013549805,156.74,188.2373352051,2024,8,14
Wmns Killshot 2 'Sail Light Army Gum',Nike,0,No,wmns-killshot-2-sail-light-army-gum-fz5630-105,cream,shoes,over_retail,good_condition,new_no_defects,90.0,102.0,133.0,129.14,223.17,2024,9,9
Wmns NikeCourt Air Zoom Vapor Pro 2 Premium HC 'NYC Tournament Pack',Nike,0,No,wmns-nikecourt-air-zoom-vapor-pro-2-premium-hc-nyc-tournament-pack-fq7267-500,purple,shoes,under_retail,good_condition,new_no_defects,140.0,116.0,136.333770752,169.34,258.808013916,2024,8,14
Wmns Sabrina 2 TB 'White Black',Nike,1,Sabrina,wmns-sabrina-2-tb-white-black-hf3234-100,white,shoes,under_retail,good_condition,new_no_defects,130.0,125.0,130.4005737305,171.74,262.2201843262,2024,9,1
Zoom Rival 'White Bright Spruce Black',Nike,0,No,zoom-rival-white-bright-spruce-black-fz9664-102,white,shoes,over_retail,good_condition,new_no_defects,75.0,86.0,133.5860137939,133.34,158.2672271729,2024,9,25
Cortez TXT 'Flat Silver',Nike,0,No,cortez-txt-flat-silver-hf0263-002,silver,shoes,over_retail,good_condition,new_no_defects,90.0,158.0,169.2064666748,239.63,287.5742492676,2024,9,4
Metcon 9 'Black Sesame',Nike,0,No,metcon-9-black-sesame-dz2617-007,black,shoes,under_retail,good_condition,new_no_defects,150.0,110.0,134.1125640869,162.14,289.1613464355,2024,9,20
Air Jordan 3 Retro 'Wings',Nike,0,No,air-jordan-3-retro-wings-hm6993-100,white,shoes,over_retail,good_condition,new_no_defects,210.0,265.0,326.4482421875,290.48,388.3631896973,2024,7,30
Lunar Roam 'Sesame',Nike,0,No,lunar-roam-sesame-dv2440-201,tan,shoes,under_retail,good_condition,new_no_defects,150.0,70.0,189.0,90.74,323.55,2024,7,30
Lunar Roam 'Steam Dutch Green',Nike,0,No,lunar-roam-steam-dutch-green-dv2440-004,green,shoes,over_retail,good_condition,new_no_defects,150.0,261.0,281.1349487305,393.69,503.2781066895,2024,9,24
Paris Saint-Germain x Air Jordan 1 Retro Low OG 'Sail Pink Oxford',Nike,1,Paris Saint-Germain,paris-saint-germain-x-air-jordan-1-retro-low-og-sail-pink-oxford-hf8828-100,red,shoes,under_retail,good_condition,new_no_defects,150.0,95.0,105.0,120.74,132.74,2024,10,1
Lunar Roam 'Summit White Black',Nike,0,No,lunar-roam-summit-white-black-dv2440-102,white,shoes,under_retail,good_condition,new_no_defects,150.0,109.0,134.1125640869,152.54,187.7425079346,2024,9,20
Foot Locker x Air Max Plus Premium '50th Anniversary',Nike,1,Foot Locker,foot-locker-x-air-max-plus-premium-50th-anniversary-hm0352-100,white,shoes,over_retail,good_condition,new_no_defects,190.0,207.0,252.8514099121,322.15,380.7856140137,2024,9,9
Air Max 90 'Cyber',Nike,0,No,air-max-90-cyber-dm0029-107,green,shoes,under_retail,good_condition,new_no_defects,130.0,64.0,77.7104873657,83.54,99.4185409546,2024,7,20
Wmns Air Jordan 1 Mid 'Red Velvet',Nike,0,No,wmns-air-jordan-1-mid-red-velvet-fz3334-100,red,shoes,under_retail,good_condition,new_no_defects,135.0,93.0,116.7639160156,133.34,176.9624786377,2024,9,20
Air Zoom Spiridon Cage 2 'Wheat',Nike,0,No,air-zoom-spiridon-cage-2-wheat-hq3552-799,brown,shoes,under_retail,good_condition,new_no_defects,170.0,151.0,216.0,253.41,361.42,2024,9,23
Wmns Dunk Low 'Tennis Classic',Nike,0,No,wmns-dunk-low-tennis-classic-fb7910-100,white,shoes,under_retail,good_condition,new_no_defects,125.0,81.0,87.0,118.94,126.14,2024,8,26
Wmns NikeCourt Lite 4 'Crimson Tint Hot Punch',Nike,0,No,wmns-nikecourt-lite-4-crimson-tint-hot-punch-fd6575-101,pink,shoes,under_retail,good_condition,new_no_defects,80.0,69.0,77.7557754517,107.54,155.686416626,2024,7,22
Air More Uptempo '96 'Olympic' 2024,Nike,0,No,air-more-uptempo-olympic-2024-fq8182-100,blue,shoes,under_retail,good_condition,new_no_defects,170.0,100.0,112.0,141.74,156.14,2024,7,26
Zoom GP Challenge 1 'Electric Pack',Nike,0,No,zoom-gp-challenge-1-electric-pack-fv2285-900,grey,shoes,under_retail,good_condition,new_no_defects,160.0,113.0,154.8826141357,164.54,256.9486694336,2024,7,24
Wmns Gamma Force 'White Smoke Grey',Nike,0,No,wmns-gamma-force-white-smoke-grey-dx9176-109,white,shoes,under_retail,good_condition,new_no_defects,90.0,55.0,65.7143096924,96.14,124.8110275269,2024,7,18
Air Max DN 'USA',Nike,0,No,air-max-dn-usa-fv2250-100,blue,shoes,under_retail,good_condition,new_no_defects,160.0,102.0,136.4368133545,145.94,1053.509765625,2024,7,26
Wmns Air Max SC 'Sail Red Stardust',Nike,0,No,wmns-air-max-sc-sail-red-stardust-fq8722-102,cream,shoes,under_retail,good_condition,new_no_defects,100.0,99.0,131.4683074951,125.54,160.8686828613,2024,7,21
Wmns Air Winflo 11 'Phantom Metallic Gold',Nike,0,No,wmns-air-winflo-11-phantom-metallic-gold-fj9510-003,cream,shoes,under_retail,good_condition,new_no_defects,105.0,64.0,69.0,129.74,135.74,2024,8,7
size? x Air Max DN SP 'Canyon Rust',Nike,1,size?,air-max-dn-sp-canyon-rust-size-exclusive-hq0912-600,copper,shoes,under_retail,good_condition,new_no_defects,180.0,154.0,184.7710418701,243.58,318.748046875,2024,9,3
Air More Uptempo Low 'Black Photon Dust',Nike,0,No,air-more-uptempo-low-black-photon-dust-fz3055-001,black,shoes,under_retail,good_condition,new_no_defects,160.0,128.0,216.0,175.34,332.95,2024,9,20
Air Max DN 'Photon Dust Black',Nike,0,No,air-max-dn-photon-dust-black-dv3337-103,white,shoes,over_retail,good_condition,new_no_defects,160.0,170.0,184.0,244.82,262.96,2024,10,3
Killshot 2 Leather 'Sail Black',Nike,0,No,killshot-2-leather-sail-black-hq1657-103,cream,shoes,over_retail,good_condition,new_no_defects,100.0,100.0,139.1315155029,144.74,187.0772705078,2024,10,1
Wmns Zoom GP Challenge 1 Premium HC 'NYC Tournament Pack',Nike,0,No,wmns-zoom-gp-challenge-1-premium-hc-nyc-tournament-pack-fq7263-500,purple,shoes,over_retail,good_condition,new_no_defects,170.0,191.0,220.3597259521,269.39,302.0593566895,2024,8,14
Wmns Sabrina 2 TB 'University Red',Nike,1,Sabrina,wmns-sabrina-2-tb-university-red-hf3234-600,red,shoes,over_retail,good_condition,new_no_defects,130.0,168.0,192.3238220215,263.23,384.1347351074,2024,9,1
Dunk Low 'Be the 1',Nike,0,No,dunk-low-retro-sail-coconut-milk-wheat-safety-orange-hm3729-181,brown,shoes,under_retail,good_condition,new_no_defects,115.0,66.0,85.0,109.34,154.94,2024,9,13
Zoom GP Challenge Pro Premium HC 'NYC Tournament Pack',Nike,0,No,zoom-gp-challenge-pro-premium-hc-nyc-tournament-pack-fq7728-001,grey,shoes,under_retail,good_condition,new_no_defects,130.0,128.0,146.2798461914,173.54,213.5292816162,2024,8,14
Air Pegasus 2K5 'Metallic Silver Black',Nike,0,No,air-pegasus-2k5-metallic-silver-black-hq5403-001,silver,shoes,under_retail,good_condition,new_no_defects,150.0,146.0,182.696182251,242.19,309.5010375977,2024,10,9
Vertebrae SB 'Adobe',Nike,0,No,vertebrae-sb-adobe-fz4878-600,red,shoes,over_retail,good_condition,new_no_defects,85.0,102.0,126.0277099609,152.54,179.9242858887,2024,9,29
Clogposite 'Black',Nike,0,No,clogposite-black-hj4325-001,black,shoes,under_retail,good_condition,new_no_defects,140.0,139.0,183.0,222.55,315.13,2024,9,24
Wmns Air Max Nuaxis 'White Aster Pink',Nike,0,No,wmns-air-max-nuaxis-white-aster-pink-hf1233-100,white,shoes,under_retail,good_condition,new_no_defects,85.0,58.0,126.0,99.74,235.17,2024,8,7
Wmns Dunk Low Next Nature 'Black Raspberry',Nike,0,No,wmns-dunk-low-next-nature-black-raspberry-dd1873-108,purple,shoes,under_retail,good_condition,new_no_defects,125.0,62.0,68.0,81.14,88.34,2024,8,8
Wmns Air Jordan 1 Mid SE 'Bordeaux',Nike,0,No,wmns-air-jordan-1-mid-bordeaux-fq7818-101,cream,shoes,under_retail,good_condition,new_no_defects,135.0,100.0,108.0,141.74,151.34,2024,7,20
Killshot 2 Leather 'Hemp Baltic Blue',Nike,0,No,killshot-2-leather-hemp-baltic-blue-hq1541-133,tan,shoes,over_retail,good_condition,new_no_defects,90.0,90.0,125.3485031128,129.74,181.5561065674,2024,7,30
Wmns Air Zoom Vomero 5 'Black White',Nike,0,No,wmns-air-zoom-vomero-5-black-white-hm9986-001,black,shoes,under_retail,good_condition,new_no_defects,160.0,144.0,181.3029327393,197.54,316.143157959,2024,8,1
Wmns Court Legacy Lift 'Light Army',Nike,0,No,wmns-court-legacy-lift-light-army-dm7590-300,green,shoes,over_retail,good_condition,new_no_defects,90.0,184.0,206.2409362793,260.41,320.1541748047,2024,7,22
Wmns Sabrina 2 TB 'Game Royal',Nike,1,Sabrina,wmns-sabrina-2-tb-game-royal-hf3234-400,blue,shoes,over_retail,good_condition,new_no_defects,130.0,173.0,192.9001617432,270.25,373.4194946289,2024,9,1
Wmns Air Jordan 1 Low 'Archaeo Brown',Nike,0,No,wmns-air-jordan-1-low-archaeo-brown-dc0774-202,brown,shoes,under_retail,good_condition,new_no_defects,115.0,96.0,111.993347168,136.94,166.541305542,2024,9,20
Wmns Versair 'Light Violet Ore Hyper Crimson',Nike,0,No,wmns-versair-light-violet-ore-hyper-crimson-fq7213-200,purple,shoes,under_retail,good_condition,new_no_defects,150.0,148.0,198.5770111084,235.17,304.2657470703,2024,7,22
